order_id,store_id,pick_up_lat,pick_up_lng,drop_off_lat,drop_off_lng,placement_time,preparation_time,ready_time,expected_drop_off_time
o2666,s197,3.410431,-76.542055,3.407457477,-76.55330434,16:38:37,16:39:53,16:58:53,17:05:37
o2667,s482,3.446810747,-76.54193789,3.4548876,-76.5277843,16:39:16,16:39:54,16:49:54,17:09:16
o2668,s25,3.484294,-76.526136,3.459077652,-76.5056197,16:39:19,16:40:11,16:54:11,17:21:19
o2669,s150,3.4221133,-76.5486565,3.409961,-76.5408339,16:39:20,16:41:22,17:06:22,17:09:20
o2670,s243,3.421497,-76.542381,3.415651,-76.54503,16:39:23,16:40:30,17:04:30,17:06:23
o2671,s25,3.484294,-76.526136,3.4891168,-76.5206212,16:39:44,16:40:59,17:09:59,17:13:44
o2672,s370,3.4812235,-76.514935,3.491024596,-76.51630361,16:39:55,16:41:09,17:02:09,17:01:55
o2673,s35,3.421286,-76.542207,3.4227429,-76.5374159,16:40:06,16:41:38,16:58:38,17:10:06
o2674,s134,3.474798098,-76.52688545,3.4744226,-76.5280263,16:40:09,16:40:45,16:48:45,17:10:09
o2675,s200,3.370186,-76.526975,3.364763986,-76.52705222,16:40:24,16:40:58,17:05:58,17:10:24
o2676,s217,3.412282,-76.540613,3.419857,-76.523247,16:40:30,16:42:40,17:02:40,17:10:30
o2677,s563,3.387789,-76.520105,3.3859005,-76.5191046,16:40:36,16:41:12,16:57:12,17:10:36
o2678,s564,3.414407,-76.547684,3.400337,-76.547769,16:40:59,16:42:26,17:00:26,17:10:59
o2679,s82,3.47235,-76.526834,3.479797,-76.526783,16:41:35,16:42:41,16:54:41,17:07:35
o2680,s279,3.36412277,-76.53410189,3.3688324,-76.5366302,16:41:40,16:42:38,16:48:38,17:11:40
o2681,s215,3.412955,-76.540934,3.4026688,-76.5414758,16:41:52,16:42:57,17:16:57,17:11:52
o2682,s19,3.385001,-76.524302,3.380046,-76.516644,16:42:24,16:44:06,17:16:06,17:14:24
o2683,s485,3.451734,-76.542774,3.4535236,-76.5475767,16:42:35,16:43:59,17:10:59,17:12:35
o2684,s65,3.367739,-76.536986,3.370067,-76.53936,16:42:44,16:43:57,17:08:57,17:08:44
o2685,s565,3.258524,-76.556593,3.2777928,-76.5279159,16:42:49,16:44:14,17:09:14,17:12:49
o2686,s390,3.39558,-76.538379,3.394332444,-76.55186702,16:42:54,16:44:03,16:58:03,17:07:54
o2687,s250,3.374484,-76.539082,3.363472385,-76.55762672,16:42:56,16:43:32,16:53:32,17:12:56
o2688,s415,3.385562,-76.5397,3.391274,-76.537571,16:43:00,16:43:56,16:56:56,16:59:00
o2689,s459,3.36423685,-76.53226653,3.362527533,-76.54030589,16:43:05,16:44:14,17:10:14,17:22:05
o2690,s217,3.412282,-76.540613,3.399523213,-76.54485903,16:43:15,16:44:25,16:59:25,17:13:15
o2691,s382,3.417335,-76.541385,3.41804245,-76.54188652,16:43:17,16:44:52,17:04:52,17:13:17
o2692,s400,3.369235,-76.527519,3.3647452,-76.5181252,16:43:18,16:44:15,17:02:15,17:13:18
o2693,s378,3.40870225,-76.5475318,3.414264244,-76.54764086,16:43:57,16:44:35,17:12:35,17:13:57
o2694,s498,3.4250709,-76.5456775,3.424989,-76.543579,16:44:38,16:46:21,17:06:21,17:14:38
o2695,s146,3.4496496,-76.5410373,3.467342,-76.518992,16:44:49,16:47:13,17:06:13,17:26:49
o2696,s495,3.449403685,-76.54325365,3.4290577,-76.54934909,16:45:39,16:47:37,16:52:37,17:15:39
o2697,s558,3.451621,-76.54294,3.451641,-76.547607,16:45:56,16:46:57,17:13:57,17:18:56
o2698,s566,3.452881197,-76.54758941,3.450304,-76.545855,16:46:05,16:47:18,16:52:18,17:16:05
o2699,s80,3.484027,-76.522302,3.4800634,-76.5171372,16:46:17,16:46:58,16:56:58,17:16:17
o2700,s42,3.363721846,-76.53300803,3.35224,-76.555349,16:46:33,16:49:27,16:58:27,17:16:33
o2701,s201,3.413011649,-76.54084632,3.4232682,-76.5223737,16:46:43,16:47:16,16:57:16,17:20:43
o2702,s415,3.385562,-76.5397,3.3969658,-76.5479531,16:46:51,16:53:29,16:58:29,17:02:51
o2703,s395,3.411909562,-76.5411448,3.404387,-76.530816,16:46:55,16:48:35,17:14:35,17:16:55
o2704,s217,3.412282,-76.540613,3.4082946,-76.5490866,16:47:02,16:48:21,17:08:21,17:17:02
o2705,s35,3.421286,-76.542207,3.4082946,-76.5490866,16:47:02,16:48:40,16:58:40,17:17:02
o2706,s567,3.37731,-76.520025,3.371762,-76.523291,16:47:21,16:48:37,17:07:37,17:17:21
o2707,s137,3.374368135,-76.54087621,3.389266594,-76.5453013,16:47:24,16:48:24,17:11:24,17:17:24
o2708,s420,3.454074,-76.536872,3.4613241,-76.5351625,16:47:24,16:48:46,17:03:46,17:17:24
o2709,s160,3.485784935,-76.49807126,3.478254114,-76.50073037,16:47:25,16:48:01,17:10:01,17:17:25
o2710,s71,3.45011,-76.552786,3.449124,-76.538795,16:47:38,16:48:51,17:13:51,17:10:38
o2711,s56,3.45041978,-76.53909767,3.4223729,-76.5429835,16:47:39,16:48:26,16:54:26,17:17:39
o2712,s568,3.385233,-76.539971,3.3980167,-76.5413086,16:48:33,16:49:55,17:02:55,17:18:33
o2713,s198,3.42594129,-76.545822,3.3980167,-76.5413086,16:48:33,16:49:39,17:19:39,17:18:33
o2714,s70,3.464941961,-76.51315409,3.4593203,-76.5152026,16:48:48,16:49:32,16:58:32,17:19:48
o2715,s1,3.366367,-76.530618,3.382551,-76.535068,16:49:03,16:51:22,16:56:22,17:19:03
o2716,s569,3.408962,-76.542114,3.397706032,-76.54730225,16:49:04,16:50:14,17:43:14,17:19:04
o2717,s76,3.343461,-76.534817,3.357870518,-76.51824284,16:50:43,16:51:42,17:01:42,17:31:43
o2718,s430,3.465192,-76.513539,3.4788583,-76.5139007,16:51:07,16:52:21,17:07:21,17:21:07
o2719,s206,3.399748,-76.544587,3.3999712,-76.5275583,16:51:18,16:51:56,17:23:56,17:21:18
o2720,s416,3.375284847,-76.53860604,3.388115,-76.531158,16:51:33,16:52:10,17:14:10,17:21:33
o2721,s12,3.38960698,-76.52852186,3.3838831,-76.5340669,16:51:38,16:54:05,17:05:05,17:20:38
o2722,s570,3.4100222,-76.5553248,3.409262,-76.555617,16:51:39,16:57:25,17:02:25,17:07:39
o2723,s52,3.369477899,-76.52743205,3.3771285,-76.5275125,16:52:19,16:53:02,17:09:02,17:22:19
o2724,s528,3.450942,-76.541736,3.421812275,-76.52955741,16:52:38,16:53:52,17:08:52,17:21:38
o2725,s143,3.37375,-76.538672,3.3696578,-76.5367843,16:52:40,16:53:59,17:13:59,17:22:40
o2726,s521,3.540310107,-76.31042799,3.5275501,-76.3168146,16:52:45,16:53:43,17:19:43,17:31:45
o2727,s74,3.364523,-76.533501,3.352304,-76.529861,16:53:11,16:54:32,17:03:32,17:09:11
o2728,s58,3.433928,-76.541452,3.430849,-76.544657,16:53:30,16:55:26,17:06:26,17:24:30
o2729,s508,3.344061,-76.534899,3.345494,-76.548805,16:53:57,16:55:10,17:10:10,17:23:57
o2730,s441,3.369460784,-76.53694429,3.3528278,-76.5443402,16:54:01,16:55:27,17:15:27,17:24:01
o2731,s104,3.4705718,-76.5285289,3.4516467,-76.5319854,16:54:11,16:55:15,17:11:15,17:26:11
o2732,s571,3.366523,-76.530561,3.3718985,-76.5169619,16:55:06,16:57:43,17:02:43,17:25:06
o2733,s422,3.456794,-76.53397,3.45722,-76.5347923,16:55:27,16:56:36,17:11:36,17:22:27
o2734,s95,3.367539,-76.527298,3.368702198,-76.51100257,16:56:27,16:57:33,17:33:33,17:26:27
o2735,s232,3.464669156,-76.50011414,3.478699,-76.493485,16:56:43,16:58:24,17:28:24,17:26:43
o2736,s401,3.374756348,-76.54024601,3.3932451,-76.5291448,16:56:51,16:58:10,17:04:10,17:31:51
o2737,s42,3.363721846,-76.53300803,3.3599503,-76.5171924,16:57:03,16:59:14,17:19:14,17:27:03
o2738,s194,3.453018306,-76.54675237,3.4544419,-76.5373294,16:57:04,16:58:15,17:15:15,17:27:04
o2739,s42,3.363721846,-76.53300803,3.378802,-76.518747,16:57:07,16:59:19,17:14:19,17:27:07
o2740,s476,3.3688389,-76.5237059,3.373486,-76.520077,16:57:25,16:58:51,17:18:51,17:27:25
o2741,s176,3.435685,-76.545897,3.434428,-76.540943,16:58:08,16:59:06,17:19:06,17:28:08
o2742,s572,3.485851,-76.497902,3.491426,-76.497124,16:58:18,17:00:19,17:20:19,17:28:18
o2743,s113,3.420535,-76.542796,3.409791,-76.550657,16:58:34,16:59:24,17:24:24,17:28:34
o2744,s346,3.412843999,-76.54067285,3.43392856,-76.51753306,16:58:40,16:59:43,17:19:43,17:31:40
o2745,s152,3.363237657,-76.53296066,3.3787828,-76.5213477,16:58:41,16:59:43,17:19:43,17:35:41
o2746,s358,3.484949,-76.515148,3.489035411,-76.50531426,16:58:52,16:59:55,17:19:55,17:28:52
o2747,s71,3.45011,-76.552786,3.4329659,-76.5433395,16:59:02,17:00:20,17:25:20,17:27:02
o2748,s206,3.399748,-76.544587,3.40717,-76.555771,16:59:03,16:59:40,17:31:40,17:29:03
o2749,s346,3.412843999,-76.54067285,3.4329659,-76.5433395,16:59:03,16:59:54,17:19:54,17:32:03
o2750,s573,3.5343486,-76.2948316,3.527162512,-76.30463272,16:59:15,17:00:47,17:20:47,17:19:15
o2751,s372,3.381282127,-76.52538306,3.375979,-76.522875,16:59:32,17:00:38,17:29:38,17:38:32
o2752,s1,3.366367,-76.530618,3.343925,-76.537431,16:59:40,17:01:40,17:06:40,17:29:40
o2753,s360,3.456139,-76.536941,3.4500452,-76.5382853,16:59:42,17:01:28,17:27:28,17:24:42
o2765,s29,3.486661477,-76.51752249,3.490703663,-76.51581578,17:00:00,17:05:13,17:26:13,17:30:00
o2754,s434,3.425868153,-76.54577918,3.447892,-76.549956,17:00:00,17:01:50,17:20:50,17:30:00
o2760,s434,3.425868153,-76.54577918,3.449166822,-76.54285345,17:00:00,17:01:22,17:20:22,17:30:00
o2776,s78,3.45929,-76.534552,3.450134014,-76.55617699,17:00:05,17:01:11,17:31:11,17:22:05
o2777,s113,3.420535,-76.542796,3.418864089,-76.55159846,17:00:05,17:01:08,17:26:08,17:30:05
o2778,s204,3.417631323,-76.54851853,3.4185452,-76.5421547,17:00:38,17:01:47,17:19:47,17:30:38
o2779,s117,3.4593196,-76.5343688,3.450513,-76.547354,17:00:57,17:01:45,17:25:45,17:30:57
o2780,s363,3.371070757,-76.51943023,3.355057691,-76.51850436,17:01:10,17:01:59,17:32:59,17:31:10
o2781,s544,3.36625,-76.537103,3.3367729,-76.5356318,17:01:15,17:08:55,17:13:55,17:35:15
o2782,s344,3.367002266,-76.52716193,3.355559,-76.52963,17:01:27,17:02:33,17:27:33,17:31:27
o2783,s495,3.449403685,-76.54325365,3.4920911,-76.5212271,17:01:57,17:03:26,17:08:26,17:31:57
o2784,s523,3.333191,-76.533418,3.350896673,-76.54299192,17:02:14,17:03:23,17:20:23,17:20:14
o2785,s411,3.4652269,-76.49984195,3.4462694,-76.4970966,17:02:34,17:03:22,17:23:22,17:37:34
o2786,s42,3.363721846,-76.53300803,3.351741,-76.538991,17:02:53,17:04:48,17:14:48,17:32:53
o2787,s483,3.469965,-76.495897,3.4762367,-76.4978587,17:04:05,17:05:27,17:34:27,17:16:05
o2788,s344,3.367002266,-76.52716193,3.379482,-76.527466,17:04:25,17:05:14,17:15:14,17:34:25
o2790,s236,3.36892,-76.535759,3.364776,-76.523,17:04:26,17:05:29,18:05:29,17:34:26
o2789,s574,3.479639,-76.518798,3.469884602,-76.52681921,17:04:26,17:05:28,17:23:28,17:33:26
o2791,s181,3.420227,-76.54272,3.4314845,-76.5239234,17:04:54,17:05:32,17:26:32,17:34:54
o2792,s323,3.341111,-76.531778,3.344871,-76.546495,17:05:02,17:06:37,17:19:37,17:35:02
o2793,s239,3.3434488,-76.5301507,3.344766,-76.515173,17:05:18,17:06:08,17:24:08,17:35:18
o2794,s86,3.367539,-76.527297,3.34434,-76.529551,17:05:21,17:06:32,17:26:32,17:35:21
o2795,s285,3.365619756,-76.52880537,3.3806693,-76.5264922,17:05:46,17:07:12,17:16:12,17:35:46
o2796,s234,3.528396,-76.317098,3.521078,-76.2989575,17:06:31,17:07:07,17:32:07,17:36:31
o2797,s78,3.45929,-76.534552,3.449046,-76.533103,17:06:59,17:08:05,17:37:05,17:28:59
o2798,s179,3.476027,-76.527828,3.491765,-76.520415,17:07:15,17:08:13,17:48:13,17:37:15
o2799,s80,3.484027,-76.522302,3.490611633,-76.51743516,17:07:48,17:08:57,17:23:57,17:37:48
o2800,s201,3.413011649,-76.54084632,3.407349039,-76.52715683,17:08:08,17:08:46,17:18:46,17:37:08
o2801,s32,3.4521,-76.547129,3.450322,-76.547887,17:08:47,17:10:23,17:25:23,17:38:47
o2802,s201,3.413011649,-76.54084632,3.4213736,-76.5191771,17:09:09,17:09:45,17:19:45,17:43:09
o2803,s575,3.372303,-76.540027,3.370822,-76.539174,17:09:10,17:10:24,17:23:24,17:39:10
o2804,s190,3.48641,-76.518143,3.480864609,-76.51355478,17:09:13,17:10:30,17:40:30,17:39:13
o2806,s538,3.480644242,-76.52138936,3.480864609,-76.51355478,17:09:13,17:10:45,17:30:45,17:39:13
o2805,s141,3.486744,-76.518896,3.480864609,-76.51355478,17:09:13,17:10:17,17:30:17,17:39:13
o2807,s344,3.367002266,-76.52716193,3.3688763,-76.5190545,17:09:14,17:10:20,17:20:20,17:39:14
o2808,s7,3.462128,-76.532539,3.47861995,-76.49238138,17:10:33,17:34:59,17:39:59,17:40:33
o2809,s283,3.381281592,-76.52008745,3.382296699,-76.53116286,17:10:42,17:13:17,17:23:17,17:40:42
o2810,s56,3.45041978,-76.53909767,3.422123,-76.539227,17:11:01,17:11:47,17:17:47,17:41:01
o2811,s465,3.374412996,-76.54101846,3.35949348,-76.5170791,17:11:24,17:12:21,17:37:21,17:41:24
o2812,s576,3.413603529,-76.54726373,3.4311123,-76.550999,17:11:37,17:12:40,17:22:40,17:39:37
o2813,s217,3.412282,-76.540613,3.408595,-76.543995,17:12:04,17:13:36,17:33:36,17:42:04
o2814,s166,3.370111145,-76.52745686,3.364875,-76.527614,17:12:15,17:12:51,17:22:51,17:42:15
o2815,s311,3.367223067,-76.52712192,3.3950476,-76.5246538,17:12:33,17:13:37,17:28:37,17:42:33
o2816,s181,3.420227,-76.54272,3.4251937,-76.5334753,17:13:10,17:13:48,17:36:48,17:43:10
o2817,s577,3.532526,-76.311588,3.5340503,-76.2968495,17:13:22,17:14:33,17:36:33,17:45:22
o2818,s476,3.3688389,-76.5237059,3.3701875,-76.5230062,17:13:53,17:15:26,17:30:26,17:43:53
o2819,s298,3.450645293,-76.54151279,3.455293,-76.544914,17:13:54,17:15:04,17:37:04,17:43:54
o2820,s183,3.376712506,-76.51593542,3.380661,-76.523392,17:14:07,17:15:19,17:45:19,17:42:07
o2821,s578,3.476698,-76.527608,3.491074125,-76.52547207,17:14:23,17:15:13,17:38:13,17:44:23
o2822,s329,3.358576519,-76.53026326,3.334669,-76.546593,17:14:47,17:15:43,17:35:43,17:44:47
o2823,s89,3.424792,-76.540491,3.4280802,-76.5304666,17:15:13,17:15:51,17:20:51,17:45:13
o2824,s400,3.369235,-76.527519,3.3810818,-76.5292164,17:15:15,17:16:04,17:36:04,17:46:15
o2825,s350,3.4655147,-76.51369664,3.4399318,-76.5052755,17:15:29,17:16:35,17:37:35,17:45:29
o2826,s199,3.364857,-76.534209,3.390191,-76.536433,17:15:39,17:16:26,17:47:26,18:04:39
o2827,s176,3.435685,-76.545897,3.4315371,-76.5435377,17:16:32,17:17:29,17:37:29,17:46:32
o2828,s306,3.363533,-76.533454,3.344972,-76.5273543,17:17:04,17:17:59,17:49:59,17:45:04
o2829,s579,3.381584,-76.515322,3.376114872,-76.52285926,17:17:25,17:18:57,17:43:57,17:40:25
o2830,s184,3.475779,-76.527676,3.480454156,-76.52857371,17:18:05,17:19:05,17:39:05,17:50:05
o2831,s46,3.451862,-76.543033,3.447588,-76.556341,17:18:34,17:19:32,17:33:32,18:00:34
o2832,s176,3.435685,-76.545897,3.440814791,-76.5387366,17:18:36,17:19:31,17:39:31,17:48:36
o2833,s580,3.460640556,-76.53372185,3.476122002,-76.50310848,17:18:39,17:20:08,17:35:08,17:48:39
o2834,s33,3.474966,-76.526772,3.491059,-76.516952,17:18:55,17:20:04,17:48:04,17:48:55
o2835,s435,3.342825,-76.534379,3.328041889,-76.52607355,17:19:17,17:20:02,17:57:02,17:49:17
o2836,s1,3.366367,-76.530618,3.337464,-76.530402,17:19:33,17:21:30,17:26:30,17:49:33
o2837,s183,3.376712506,-76.51593542,3.3647452,-76.5181252,17:19:42,17:20:51,17:45:51,17:47:42
o2838,s290,3.464933,-76.501598,3.486406,-76.5051887,17:20:03,17:20:40,17:30:40,17:54:03
o2839,s235,3.454032,-76.536719,3.455293,-76.544914,17:20:34,17:21:30,17:38:30,17:50:34
o2840,s217,3.412282,-76.540613,3.4050218,-76.5409485,17:20:46,17:22:37,17:47:37,17:50:46
o2841,s557,3.451,-76.54183,3.458235299,-76.52935356,17:20:52,17:22:01,17:29:01,17:40:52
o2842,s380,3.375773,-76.524261,3.379876,-76.5223133,17:20:54,17:21:51,17:46:51,17:47:54
o2843,s143,3.37375,-76.538672,3.378696,-76.542544,17:20:55,17:22:15,17:37:15,17:50:55
o2844,s217,3.412282,-76.540613,3.4026873,-76.5559299,17:21:05,17:24:07,17:45:07,17:51:05
o2846,s360,3.456139,-76.536941,3.4539532,-76.5451239,17:21:18,17:22:12,17:43:12,17:46:18
o2845,s46,3.451862,-76.543033,3.4539532,-76.5451239,17:21:18,17:22:33,17:36:33,17:55:18
o2847,s304,3.4719146,-76.52641253,3.4898276,-76.5209071,17:21:24,17:22:29,17:47:29,17:51:24
o2848,s200,3.370186,-76.526975,3.3860456,-76.5176126,17:21:27,17:22:03,17:47:03,17:51:27
o2849,s128,3.474672,-76.527715,3.4528308,-76.5484884,17:21:39,17:23:14,17:31:14,17:53:39
o2850,s235,3.454032,-76.536719,3.448455,-76.543291,17:22:58,17:23:55,17:40:55,17:52:58
o2851,s126,3.420824,-76.542446,3.4405302,-76.5404604,17:23:04,17:23:55,17:49:55,18:05:04
o2852,s78,3.45929,-76.534552,3.453748,-76.543695,17:23:29,17:24:34,17:52:34,17:45:29
o2853,s401,3.374756348,-76.54024601,3.3914156,-76.5444785,17:23:39,17:24:36,17:30:36,17:58:39
o2854,s186,3.528694818,-76.31711912,3.5389561,-76.2957725,17:23:40,17:24:16,17:34:16,17:53:40
o2855,s435,3.342825,-76.534379,3.3436037,-76.5508139,17:23:44,17:24:32,17:58:32,17:53:44
o2856,s32,3.4521,-76.547129,3.445828,-76.5377,17:23:49,17:24:51,17:40:51,17:53:49
o2857,s311,3.367223067,-76.52712192,3.369489912,-76.53450776,17:23:52,17:24:53,17:39:53,17:53:52
o2858,s309,3.450524,-76.543051,3.447252,-76.552507,17:23:55,17:25:03,17:46:03,17:53:55
o2859,s251,3.459313,-76.533053,3.4536363,-76.5470602,17:24:17,17:24:53,18:03:53,17:58:17
o2860,s581,3.406179,-76.543325,3.4197772,-76.5280493,17:25:02,17:26:16,17:41:16,17:55:02
o2862,s81,3.39001645,-76.53869445,3.367570091,-76.53399915,17:25:05,17:26:10,18:01:10,17:51:05
o2861,s582,3.446622,-76.537738,3.451105,-76.551128,17:25:05,17:28:10,17:56:10,17:55:05
o2863,s467,3.486610199,-76.5186455,3.489613694,-76.51697986,17:25:22,17:26:00,18:01:00,17:53:22
o2864,s10,3.431775,-76.538941,3.4254685,-76.5178319,17:25:25,17:26:32,17:34:32,17:55:25
o2865,s187,3.465194914,-76.49955588,3.4482096,-76.4978013,17:25:59,17:27:14,18:01:14,17:55:59
o2866,s467,3.486610199,-76.5186455,3.4865194,-76.5104288,17:26:03,17:26:40,18:01:40,17:56:03
o2867,s583,3.399969,-76.544183,3.4011681,-76.5502257,17:26:12,17:27:15,17:47:15,17:56:12
o2868,s329,3.358576519,-76.53026326,3.362257,-76.53812,17:26:32,17:27:29,17:47:29,17:56:32
o2869,s451,3.361368,-76.530871,3.3707582,-76.5156853,17:26:44,17:28:12,17:53:12,18:00:44
o2870,s384,3.370191,-76.52674,3.367399061,-76.51710156,17:26:54,17:28:01,17:43:01,18:00:54
o2871,s181,3.420227,-76.54272,3.4324201,-76.5420588,17:27:06,17:27:43,17:49:43,17:57:06
o2872,s322,3.450637945,-76.54153601,3.4485243,-76.5523905,17:27:27,17:28:37,17:52:37,18:16:27
o2873,s554,3.426817,-76.539487,3.3981318,-76.5513261,17:27:39,17:28:43,18:08:43,17:57:39
o2874,s378,3.40870225,-76.5475318,3.415345,-76.529928,17:27:46,17:28:23,17:56:23,17:57:46
o2875,s584,3.481428,-76.5236,3.4881504,-76.5040921,17:27:51,17:29:34,17:54:34,17:57:51
o2876,s585,3.402446,-76.544257,3.4100935,-76.5271343,17:28:25,17:29:18,17:50:18,17:55:25
o2877,s586,3.374523914,-76.54101109,3.388983,-76.543109,17:29:19,17:29:55,17:44:55,18:03:19
o2878,s166,3.370111145,-76.52745686,3.3784125,-76.5202948,17:29:21,17:29:57,17:39:57,17:59:21
o2879,s141,3.486744,-76.518896,3.490978,-76.52014,17:29:26,17:30:24,17:50:24,17:59:26
o2880,s587,3.364394,-76.535469,3.3556427,-76.5295309,17:29:28,17:31:57,17:45:57,17:59:28
o2881,s283,3.381281592,-76.52008745,3.398043533,-76.53255754,17:29:31,17:32:52,17:42:52,17:59:31
o2882,s360,3.456139,-76.536941,3.457539194,-76.53656535,17:29:45,17:31:08,17:52:08,17:54:45
o2883,s588,3.352424,-76.530578,3.346210769,-76.51760263,17:29:48,17:31:08,17:51:08,17:55:48
o2884,s12,3.38960698,-76.52852186,3.4021268,-76.5361832,17:30:37,17:31:51,18:06:51,18:02:37
o2885,s184,3.475779,-76.527676,3.473841966,-76.52861126,17:30:52,17:31:57,17:56:57,17:53:52
o2886,s589,3.434386,-76.544395,3.423699,-76.548602,17:30:57,17:32:31,18:02:31,18:08:57
o2887,s15,3.388054,-76.53889,3.3806525,-76.5234694,17:31:13,17:32:14,17:49:14,18:02:13
o2888,s1,3.366367,-76.530618,3.379849,-76.516721,17:31:23,17:32:47,17:47:47,18:01:23
o2889,s534,3.370123194,-76.52743809,3.3610806,-76.5171824,17:31:26,17:32:03,17:42:03,18:01:26
o2890,s11,3.480488,-76.524805,3.491247,-76.520304,17:31:48,17:33:00,17:48:00,17:59:48
o2891,s509,3.40261527,-76.52825682,3.40279131,-76.52612284,17:31:58,17:33:23,18:02:23,18:01:58
o2892,s380,3.375773,-76.524261,3.385268382,-76.52894754,17:32:04,17:33:02,17:59:02,18:01:04
o2893,s35,3.421286,-76.542207,3.428207623,-76.53361391,17:32:13,17:33:22,17:58:22,18:02:13
o2894,s467,3.486610199,-76.5186455,3.4759287,-76.5250363,17:32:36,17:33:15,18:08:15,18:02:36
o2895,s90,3.371589,-76.538839,3.372964,-76.542542,17:32:58,17:43:43,17:53:43,18:02:58
o2896,s194,3.453018306,-76.54675237,3.4534198,-76.5446465,17:33:17,17:34:24,17:54:24,18:03:17
o2897,s286,3.467493,-76.530762,3.459157971,-76.53723389,17:33:28,17:34:42,17:47:42,18:03:28
o2898,s156,3.470669,-76.527916,3.459157971,-76.53723389,17:33:28,17:34:27,17:56:27,18:13:28
o2899,s329,3.358576519,-76.53026326,3.355314,-76.517274,17:33:38,17:34:35,17:54:35,18:03:38
o2900,s590,3.381826606,-76.52890104,3.370207,-76.519613,17:34:08,17:35:14,18:05:14,17:59:08
o2901,s409,3.370418348,-76.52709471,3.366401,-76.521141,17:34:09,17:35:13,17:58:13,18:04:09
o2902,s66,3.387687297,-76.53584765,3.395323,-76.537077,17:34:22,17:35:25,17:55:25,18:02:22
o2903,s128,3.474672,-76.527715,3.4699228,-76.5291347,17:34:38,17:36:13,17:44:13,17:57:38
o2904,s113,3.420535,-76.542796,3.436658,-76.535826,17:35:07,17:36:08,18:01:08,18:05:07
o2905,s451,3.361368,-76.530871,3.355314,-76.517274,17:35:22,17:37:10,17:58:10,18:09:22
o2906,s141,3.486744,-76.518896,3.490465,-76.526442,17:35:32,17:36:30,17:56:30,18:05:32
o2907,s7,3.462128,-76.532539,3.444063109,-76.53761175,17:35:38,17:53:11,17:58:11,18:05:38
o2908,s322,3.450637945,-76.54153601,3.453414763,-76.54478095,17:35:49,17:36:53,18:06:53,18:24:49
o2909,s346,3.412843999,-76.54067285,3.4333653,-76.5265641,17:36:27,17:37:30,18:02:30,18:09:27
o2910,s358,3.484949,-76.515148,3.479807932,-76.49110191,17:36:45,17:38:03,17:58:03,18:06:45
o2911,s453,3.42399,-76.540732,3.432917,-76.524346,17:36:50,17:38:49,17:53:49,18:06:50
o2912,s453,3.42399,-76.540732,3.42754396,-76.54828861,17:37:07,17:39:36,17:54:36,18:07:07
o2913,s166,3.370111145,-76.52745686,3.369708,-76.516998,17:37:26,17:38:04,17:48:04,18:07:26
o2914,s280,3.480756,-76.521705,3.472483245,-76.50014933,17:37:41,17:39:12,18:19:12,18:26:41
o2915,s589,3.434386,-76.544395,3.440612,-76.552625,17:38:58,17:40:02,18:12:02,18:16:58
o2916,s587,3.364394,-76.535469,3.383287344,-76.53502576,17:39:05,17:40:05,17:54:05,18:09:05
o2917,s139,3.451479,-76.53045,3.4447037,-76.5142529,17:39:06,17:43:47,18:15:47,18:11:06
o2918,s380,3.375773,-76.524261,3.370849114,-76.51163824,17:39:30,17:40:28,18:02:28,18:08:30
o2919,s318,3.394976,-76.544849,3.393391301,-76.54184762,17:39:33,17:40:31,18:02:31,18:09:33
o2920,s378,3.40870225,-76.5475318,3.4177937,-76.5299629,17:39:46,17:40:24,18:08:24,18:09:46
o2921,s538,3.480644242,-76.52138936,3.471687087,-76.50743421,17:40:01,17:41:01,17:58:01,18:10:01
o2922,s220,3.373361854,-76.53836748,3.381331,-76.530858,17:40:31,17:42:03,17:57:03,18:10:31
o2923,s322,3.450637945,-76.54153601,3.455301,-76.538338,17:40:36,17:41:53,18:17:53,18:29:36
o2924,s591,3.394786,-76.544932,3.3935216,-76.5435857,17:40:45,17:41:52,18:16:52,18:10:45
o2925,s420,3.454074,-76.536872,3.4553518,-76.5354971,17:40:47,17:42:21,17:52:21,18:10:47
o2926,s166,3.370111145,-76.52745686,3.3852727,-76.5170744,17:40:48,17:41:25,17:51:25,18:10:48
o2927,s240,3.435217607,-76.54519362,3.422362152,-76.52166266,17:40:52,17:42:11,18:05:11,18:10:52
o2928,s6,3.432901,-76.543776,3.460823,-76.528861,17:40:52,17:42:15,17:47:15,18:10:52
o2929,s49,3.479636,-76.527079,3.458618,-76.53782,17:40:53,17:42:47,17:47:47,18:15:53
o2930,s57,3.453697,-76.546848,3.432304,-76.553141,17:41:06,17:44:09,17:49:09,18:14:06
o2931,s206,3.399748,-76.544587,3.394749799,-76.55179258,17:41:27,17:42:07,18:14:07,18:11:27
o2932,s469,3.472981,-76.51994,3.4756375,-76.523046,17:41:42,17:43:19,17:51:19,18:11:42
o2933,s169,3.465388,-76.499901,3.4766218,-76.4890773,17:41:56,17:43:10,18:08:10,18:11:56
o2934,s6,3.432901,-76.543776,3.4598317,-76.5370924,17:42:23,17:44:29,17:49:29,18:12:23
o2935,s251,3.459313,-76.533053,3.4588154,-76.5312784,17:42:30,17:43:09,18:22:09,18:16:30
o2936,s385,3.3644674,-76.5346932,3.365313,-76.529408,17:42:41,17:46:21,18:00:21,18:18:41
o2937,s172,3.368156,-76.52361,3.366662,-76.508407,17:42:43,17:43:18,18:09:18,18:12:43
